今 古
千里而来，何必曰利，亦有仁义而已矣 百世之下，莫不兴起，况于亲炙之者乎
功在生民，惜传闻异辞，信史尚留曲笔 德垂奕祀，怅播迁中叶，支流莫溯渊源
亲不负楚，疏不负梁，爱国忠君真气节 骚可为经，策可为史，补天浴日大文章
大儒以胞与为怀，小数得名，莫非术耳 汉室有腹心之患，神针莫救，岂非天哉
孤城屹立，半壁粗完，自昔论功侪郭李 一日效忠，千秋慕义，此间继起有阎陈
南人归南，北人归北，小朝廷岂求活耶 孝子死孝，忠臣死忠，大丈夫当如是矣
诗追梁苑，灯远樊楼，今古风流同胜地 云接太行，湖沉艮岳，纵横气概遍高台
坚城垂拔，壮士先摧，当时若失左右手 百战论功，一言决策，如公可谓文武才
圣代褒崇迈古今，生而旗常、殁而俎豆 忠臣精气塞天地，下为河岳，上为日星
鉴湖八百里，望气遥来，书入帝城云物 君子六千人，闻风兴起，勖成王国贤材
郡乐镇幽燕，近翊黄图，风雨永昭和会 灵山钟毕昴，遥连紫塞，阴阳迭起贞元
梅鹤洗酸寒，且教老逋扬眉、葛仙生色 莺花添富丽，恰称金牛湖上、宝石山边
宗臣遗像肃清高，在地成形，在天成象 山川出云作霖雨，有仙则名，有龙则灵
功在生民，惜传闻异辞，信史尚留曲笔 德垂奕禩，怅播迁中叶，支流莫溯真源
十四州一剑霜寒，辟门天子，閇门使节 三五夜群婓玉艳，陌上花开，江上潮来
志节慕睢阳，忧国读书，尚记金龙山在 英灵同伍相，飞刍挽粟，正须白马潮来
清风徐来，水波不兴，扶持自是神明力 行人安稳，布帆无恙，霄汉常悬捧日心
鼻祖肇青阳，公侯将相神仙，代光国史 大宗开白马，孝友忠良道学，世笃家风
孝友景先贤，难兄难弟，怳见德星长聚 祠堂邻古渡，群昭群穆，共分明月无边
后秦帝巴寡妇怀清台，二千年切云危立 与欧洲拿破仑纪功劳，三万里隔海对尊
先生暖席，死有深衣，三尺崇封雷雨避 过化存神，显仁藏用，两楹残梦地天宽
衔远山，吞长江，西南诸峰，林壑尤美 送夕阳，迎素月，风雨之际，枕簟生凉
王业不偏安，拒操和权，诸葛犹非知己 春秋大一统，帝蜀寇魏，紫阳乃许同心
至诚之动，孚及豚鱼，虽阿瞒莫敢不服 大义所归，坚如金石，惟使君乃得而知
吾道非耶，六经以外无文章，韩山屹立 征夫遑止，太行之阳有盘谷，李愿归来
书道入神明，落纸云烟，今古竞传八法 酒狂称草圣，满堂风雨，岁时宜奠三杯
灵爽在天，必誓度浙水众生，永无冤狱 精忠报国，共传闻朱仙一战，几复中原
讲学法程朱，欲讷毋欺，义理真同性命 治家乘节孝，困心衡虑，格言悉准人情
昼了公事，夜接诗人，得句皆堪作图画 修禊虹桥，访碑禅智，此才真不负江山
斯世盗横行，于今人鬼深愁、湖山旷劫 我公天夺去，失却东南柱石、吴越干城
读罢渭阳诗，十载相依，独感泰康高谊 长挥岘首泪，九原不作，忍过叔子遗阡
先天地生，溯阁中万古灯传，极本无极 为道法祖，仰云际三台鼎峙，玄之又玄
莫与命争衡，要知后果前因，但观现在 总凭天作主，落得洗心涤虑，一任安排
入则孝、出则弟，守先王之道以待学者 仰不愧、俯不怍，得天下英才而教育之
守殷人尚鬼遗风，开国承家，公真健者 伸鲁史复仇大义，取威定霸，侯其祎而
臣而帝、武而神，庙祀普天，下通民社 澧在南、溇在北，江流遗憾，远汇荆门
汉室在心、汉水在目，惟尔有神光大汉 江南者吴、江北者魏，何人雪涕对晴江
七星共主文章，与北极分躔，英光烛汉 百尺正临江渚，笑东流不转，遗恨吞吴
弹棋颂酒、读画弦诗，清宴有时谢冠盖 沙鸟风帆、烟云竹树，旷观无际对江山
白雁谶妖声，一旅孤舟，莫挽厓山事去 黄冠殉故国，大江落日，好招柴市魂归
功德在民，百世祀可也，所望一灵不泯 城郭犹是，四方来观者，免敦再过为墟
胜国数名流，与七子抗行，是三家先路 前贤留故迹，有两株檐柳，又万柄池荷
真宰相不愧科名，千古文章，争光日月 大将军有劳社稷，一门节烈，润色河山
昔者崔兴宗到此题诗，千古不传双子美 今之王湘绮聚徒讲学，一门自有两船山
斗酒佐只鸡，果然风景依稀，去年今日 银河渡灵鹊，同是神仙眷属，天上人间
粒食遍寰中，嗟我生民，当念圣神功德 躬耕有天下，凡为人上，要知稼穑艰难
利泽赖周施，灵气所钟，镇国即为柱国 名山祟祀典，神禹之会，绍兴乃能永兴
秦封受氏，徵桂阳碑，九族洪源追睪子 京易名家，稽兰台传，一经遗谚播虞宾
半偈拈来，空处不空，钟韵轻飘松杪月 三轮撇去，住时无住，香烟细袅岭头云
自江都而下，旷土再耕，利及蜀民百世 历秦代至今，狂澜复障，功偕李氏千秋
继若翁又登贤书，正奋壮士，遽归重壤 与阿妹各完至性，虽方弱冠，自足千秋
青山横郭，白水绕城，孤屿大江双塔院 初日芙蓉，晓风杨柳，一楼千古两诗人
燕子去无踪，惟余萝月半林，留人古寺 龙华会有果，好借蒲团一座，照我传灯
十年河东、十年河西，切莫放年华虚度 一脚门里、一脚门外，可晓得脚步留神
百千日月、百千须弥，卢不出莲花藏里 八万人天、八万贤圣，众同游香水海中
木屐桦冠，世外寒岩，终古相传如雪窦 钟声塔影，山塘精舍，到今依旧属云阳
圣门季路、道教玄坛，鼎足共成三护法 努目金刚、低眉弥勒，同心齐向一如来
有神仙到处即是名山，风月佳时凭管领 待老佛归来重开福地，楼台画里好登临
知者不言、言者不知，但持我心头半偈 色即是空、空即是色，那管他台下千花
不福星，真福星，即此一言，可为君寿 已五十，又五十，请至百岁，再征余文
白香山五十四官苏州，早见诗篇满吴郡 范纯仁六月中赐生日，行看制草出坡公
五百年名世之才，上纬天维、下理地轴 七十载从心所欲，西摩月镜、东弄日珠
庾郎从此愁多，万里仙槎，骤飞沧海雨 何逊如今渐老，半生吟啸，应忆岭头云
凤琯齐鸣，且安排别墅围棋、东山乐府 鹿车共挽，尽吩付大儿文举、群季惠连
居室为人之大伦，一脉真传，朱源于孔 宜家乃曰有余庆，百年偕老，夫宾其妻
大业定东南，毋忘铁马金戈，去年今日 在天有灵爽，长共江声山色，万古千秋
西平为社稷而生，自古股肱、原资岳牧 陶侃秉武昌之节，天下脊膂、厥惟荆襄
共学东湖、同客西湖，坐对腊灯怀旧雨 五年迟我、一日先我，互斟春酒祝长生
高不遗世，和不失身，耽诗嗜酒真名士 进不市朝，退不丘壑，硕德颐年古逸民
风光未老吟潘，拟招隐羊裘、寻盟鸥社 客里依然清事，有华灯碍月、飞盖妨花
宜尔子孙，芝兰玉树生庭阶，英姿秀出 使君寿考，茑与女萝施松柏，福荫绵长
五朝岁月，八座起居，大吉祥、大富贵 三代甲科，一门将相，宜公侯、宜子孙
愿岁岁今朝，以腊八良辰，陈秋千雅戏 祝婆婆老福，从古稀七十，到上寿百年
能说山川，乃异经生，形势洞规大吉岭 兼资将相，动观儒效，功名托始秀才科
张老善颂曰三于斯，古人且然今人奚让 卫卿苟完若一无与，前事不忘后事之师
万古藏书，澹生堂、世学楼，无此峻固 四时选胜，朱华云、花蕊月，俱孕灵奇
勋望在郭汾阳、文潞国之间，列邦致问 经济迈贺耦耕、阎丹初而上，九赋用平
寿比松乔合，其禄其位，与名天子所予 官兼稷契由，既庶既富，而教国人曰贤
陈羔酒，随野老跻堂，为民父母祝父母 嗣弓裘，有佳儿作县，保我子孙及子孙
天下有达尊三，辅世长民，年以七十矣 君子之所教五，成德私淑，壮者几千人
青宫授几，洛社图形，官府神仙皆慧业 达尊备三，绝艺擅四，儒林文苑并传人
临去诗成，写照髯仙，明月清风人已远 平生墨妙，瓣香冰叟，虹楼瀛海世争传
八州作督，一笑还山，寸草心头春日永 五岭出师，三冬别母，断藤峡外大星沉
目君为承明著作之才，九列交推非独我 思亲因泣血悲哀而死，万缘前定不由人
与舒严并称溆浦三贤，同蹶妙年千里足 念吴楚尚有高堂二老，可怜孝子九原心
为国家股肱心膂之臣，再造勋名郭忠武 钟衡岳磅礴郁积之气，三朝知遇李长源
公今与皋夔望散同游，繄古元勋齐俯首 我正溯江汉沱潜而上，每经遗垒辄伤心
从诗酒书画中见本真，别有闲情谢太傅 于江湖廊庙间同忧乐，不忘天下范希文
鸿文硕学蔚儒宗，才过古人，不掩其德 赤胆忠肝筹国是，谤满天下，无损于名
干国失三贤，去大司马、少司农才数月 易名足千古，合胡文忠、左文襄为一人
老臣白发，痛矣骑箕，整顿乾坤事粗了 满眼苍生，凄然流涕，徘徊门馆我何如
是真知己，以国士酬，章草未终心血尽 曾不慭遗，为天下痛，斗车方转客星沉
十年以长，兄事未能，哭非其私为天下 四友之人，音旨亲受，没而犹视想生平
奸人放恣，使公不登御史台，怀忠以死 病翁悲伤，带泪写成循吏传，旷代犹生
是济时才，甄叙平生，苏颖滨不惭一字 以忧国死，抗衡往昔，贾长沙共有千秋
生也有病若无病，学衍余姚，神勇独具 死于可言不得言，天厌华夏，忠谠难伸
从师得千载一见之人，直取麾旌作衣钵 有弟为五洲百杰之选，早将家世服单于
两年拙宦身既去，犹思花县风流今顿尽 一卷高文口相传，以熟莲池弟子欲中分
我之今日亦何恨，能加惟有牵连并哭耳 公在人间更无缘，遭妒奚为委屈以死乎
恨未遂旅顺督战之行，谁以奇才誉公子 永莫追天津论文之乐，空将痛泪抚君儿
穷通寿夭竞何凭，颜渊伯牛，所遭若此 伯叔甥舅皆贤者，皋陶庭坚，不祀忽诸
公子吾友，公友吾师，犹记登舟承眄睐 其学文达，其志文节，每披遗疏见丰裁
以医活人，而不计酬，良相论功愧吾子 积德累世，自然获报，克家绳武在诸郎
杖策归来，看池里蛟龙，一例乘云飞去 桑麻暗霭，问此中鸡犬，可能同日升天
收拾古今愁，不殊明月清风，悠然天际 招邀鸾鹤影，此去琼楼玉宇，倘胜人间
颉颃傲世，诙谐取容，尺墨相绳犹一映 方贺曾刘，出入班马，霸才无主自名家
下笔如有神，昔传文选楼豪，今垂湘绮 高山安可仰，曾想景福殿美，又吊灵光
与咸同诸帅缟纻论交，庄语谐谭皆信史 以申伏之年安蒲重道，守先待后有遗书
五十年前，禅室栖寻，至今犹有高人迹 四千里外，湘云惨淡，望远难禁老衲悲
我公曾有言，不拚却好头颅，曷为男子 国人须记取，愿相爱如手足，以报将军
其生也荣，其死也哀，雨露冰霜皆帝德 臣门如市，臣心如水，皇天后土鉴孤忠
国家多难，群飞刺天，知我公没而犹视 人道将亡，杀机遍地，念同胞生何以堪
被祸较叔夜更奇，洗尔繁冤，欲倾南海 其志非鲁连所及，观公玉貌，早陋前人
知几其神乎？智深勇沈，入虎穴得虎子 死者长已矣！变大功多，毋狐搰而狐埋
飞将欤？飞仙欤？跃马南溟，骑鲸东海 先民也，先觉也，哀鳅卫国，铸蠡越都
次刑斧钺，大刑甲兵，愿有众鉴兹天罚 社稷之功，萧墙之祸，为诸夏哀此国殇
无限惭惶，试回首曩日壮怀，只余一恸 有何建白，惟收拾此番残局，准备重来
比之二祖，轻若鸿毛，亦使肝肠不可忍 望汝一归，艰于马角，岂其魂魄又能飞
读书负米，养亲工部，有诗孟氏好兄弟 积善成德，庇后泷冈，待表越国太夫人
忧国之陨，闻诸周嫠，不幸预言今果验 有子皆贤，是真孟母，凡兹遗行俱可传
天太无情，才到了草长莺飞，难留春住 人原不死，试招向梅边鹤外，定有魂来
事亲孝，守己贞，一霎昙花，无寿者相 生何来，死何往，千年净土，是女儿身
孤无六尺，亲已八旬，仕宦荣枯原是梦 长愧十年，业输千古，文章得失更谁论
勋名为旷古迄今所希，衡岳效灵钟圣相 感激在故吏门生而外，江天洒泣有孤寒
地激天惊，千里招魂，碧血尚无归榇路 父忠子孝，九原抱恨，白头犹有倚闾人
厄其遇、老其才，发为文章，不可一世 颂其诗、读其书，寿之梨枣，自有千秋
漫云徒死，胜于不死，一死聊完臣子节 既有前生，何必今生，他生莫现宰官身
二千石太守清贫，虽负长才，未施利器 三十载同年寥落，既伤老友，更念先兄
赴机之敏，抱愿之宏，实业曙光公牖启 循诱如师，下交如友，平生风义泪汍澜
真实心地，刻苦工夫，同门好学谁如汝 党锢忧疑，净地超度，无生独证孰愁予
式遏寇虐，用逖蛮方，孰靖长缨成一旅 能执干戈，以卫社稷，不登中寿亦千秋
城存与存、城亡与亡，多少虫沙付一劫 同气相求、同声相应，归来马革伴双忠
殷有三仁焉，事君以忠，勿欺也而犯之 可谓大臣与，见危授命，知我者其天乎
无东无西无南无北，何远为些归来魂魄 不生不灭不垢不净，用大舍法解脱盖缠
转眼便复河山，知烈士黄泉、了无遗恨 此心可质天日，借奸奴白刃、剖示同胞
公真武穆，虽死犹生，北地秋风都护府 我忆平原，欲歌还哭，南天明月太行山
黄花血碧、黄浦潮寒，问黄鹤归来何日 白帜雄图、白门遗恨，任白马凭吊有人
具天下忧乐，在秀才时，识者知有远志 富胸中甲兵，号万人敌，惜乎未竟大功
乡信竹林稀，溯我前尘，不觉八年于外 客愁枫叶冷，思君遥夜，可怜九月初三
平生尽为谁忙，代夫子辛劳，敢言人己 家法原非我设，把祖宗懿训，敬告儿孙
诞育一代伟人，伦同轨同，为苍生造福 压倒千秋列女，孟母韦母，有彤管扬芬
东阳贤女、紫阳贤母，人言无间书中垒 元方文龙、季方文虎，其来有自表泷冈
贤夫高士，贤子伟人，柳母莱妻同懿行 沪南降生，沪北仙逝，稽山镜水遽归魂
名节陵夷，不生侠丈夫，乃仅见奇女子 因缘注定，此是同命鸟，莫当作可怜虫
天太无情，才盼到草长莺飞，便教春去 人原不死，试招向梅边鹤外，定有魂来
张濂亭得三士报先公，大名已达二千里 吴冀州以两书缔盟好，弱妹相依十五年
爱民如子，画松如人，循吏高士为一传 半厂飘然，雪渔已矣，凄风冷月即三君
凡幕府皆为名臣，曾文正所以远不可及 使朝廷早用此老，刘忠诚岂得专美于前
政随官好，谤与名俱，岭海坠鸢终所历 境以世迁，人同春去，衡湘归雁有余哀
儒林耆德，文苑通才，列传还宜商位置 典守秩宗，平反冤狱，一官端不负生平
有旋乾转坤才能，所存者神、所过者化 负遗大投艰责任，其生也荣、其没也哀
机智迈群流，较量王后卢前，皆其余事 行藏关运会，澈悟生劳死逸，舍彼浮荣
万方多难，千里招魂，冠盖京华同洒泪 直笔承明，抽簪神武，江山文藻总哀时
直而不激，廉而不矜，若论文章尤健者 时无可为，天无可问，纵臻解脱亦凄然
立身在夷惠之间，嘉言懿行，足风流俗 治国以黄老为本，知白守黑，我思古人
澹泊为怀，作隆中梁父高吟，早筹全局 安危所系，共天下苍生痛哭，不起东山
