春风梳柳燕裁锦 秋雨点芦蛙弄声
作雨还云,随时天趣 钟灵毓秀,他日人才.
妙造自然,上有飞瀑 所思不远,人闻清钟.
红杏在林,是有真宰 绿杉野屋,忽逢幽人.
耳边鼓吹山如笑 眼前风云戏又开.
你出来要人爱看 他夸着说我会听.
流水今日 明月前身.
大地河山,造成乐土 满林风月,来叩禅门.
我来敲不二法门,催座上菩提,快拔众生登彼岸 佛即辟大千世界,种人间烦恼,莫耽独乐守名山.
从皓月光中,听滴滴流泉,但觉天机皆活泼 在红尘影里,看茫茫苦海,虽无人相也慈悲.
救人于百千万亿劫中,是为宏愿 出世到二十八重天上,才算真空.
法轮自转菩提海 净域长流功德泉.
未能拔尘海中历劫众生,同向人间游乐土 莫若修神境内妙明惠业,别从世外造天堂.
学如来到无挂无碍,便超万劫轮回,真个能超凡脱俗 闻菩萨发大慈大悲,要度众生苦厄,而今不度待何时.
我是无聊时节无聊人,且料理溪山,度当世无聊岁月 你趁有趣林泉有趣酒,快招邀俦侣,过大家有趣光阴.
糊糊涂涂,将佛脚抱来,永为父母, 明明白白,把石头拿去,说是儿孙.
且随机种竹栽花,长倩菩提开口笑 倘有意贪山恋水,也成魔障扰禅心.
白鸟忘机,任林间云来云去,云去云来 青山无语,看世上花开花落,花落花开.
界极三千钵,现琉璃传象教 身存丈六杵,擎珠火护龙泉.
庄严在尘垢之中,为壮观瞻,也傍禅林排甲胄 神识超人天而外,更无恐怖,何劳武卫执干戈.
里面清清净净,安安闲闲,无非妙谛 到头囫囫囵囵,活活泼泼,便是如来.
能邀清风明月,便觉眼前皆净业 愿告善男信女,须从头上觅菩提.
佛法无边,十地圆通开觉路 慈航有岸,三乘教化渡迷津.
还不起来么,此等功夫,怕是懒人都藉口 何妨睡着了,这般时代,倘成好梦亦欢心.
才叫冤枉啊,拿许多有用精神,我来修庙 再说什么哩,能做个正经事业,谁爱游山.
问来来往往人,今日之游,水情山意都乐否 到活活泼泼地,任天而动,花光草色亦欣然.
佛地本无边,看排闼层层,紫塞千峰平槛立 清泉不能浊,喜出山滚滚,黄河九曲抱城来.
四围山色里 终日泉石中.
半榻炉烟邀素月 一帘风雨读南华.
流水不将山色去 好风时卷市声来.
冈占独龙,遗像我曾敬仰 神能伏虎,咒蛙人又奚疑.
真灵虽还虚,偶过此蛙谷鹰巢,当忆朱家旧迹 三教原一贯,何妨邀儒流道侣,来与弥勒同龛.
听兰山暮鼓晨钟,顿回蝶梦 避宦海惊涛骇浪,此是桃源.
谷暗藤斜,山高树逼 花浓雪聚,鸟啭歌来.
别墅围棋,小园作赋 孤山息影,曲水流觞.
塔影落樽中,河声喧枕上 山云压栏际,溪水绕庭除.
四面云山半城郭 一沟泉水小亭园.
希圣希贤,得其门者 乐山乐水,大有人焉.
与天同不朽 易地则皆然.
五百年劫炉销沉,幸值景祚,更新人文一振 十七世化身印证,又瞻曜灵,降止宫阙重新.
莫只贪身外虚荣,忠孝性天真爵位 倘能有眼前神悟,山川云水大文章.
云阶月路引人来,乐水志在水,乐山志在山,随处襟怀随处畅 学海书城延客入,见仁谓之仁,见智谓之智,自家门径自家求.
胸前排数十百里云山,图画天开,好趁闲情临稿去 眼底是几千万人城郭,英贤日出,共邀同志看书来.
不足供大雅留连,插架图书犹恨少 最难得高人来往,登门杖履敢嫌多.
都来游圣人之门,上观千古 从此发名山间气,后有万年.
我问你是谒庙是游山,谒庙须恭,游山须雅 谁到此不花钱不吃酒,花钱莫浪,吃酒莫狂.
是成纪数千年,灵秀所钟,能旁尼山傍日月 倘孔门二三子,渊源不绝,庶几中国有乾坤.
福如东海, 寿比南山.
福同海阔, 寿与天齐.
松苍柏翠, 人寿年丰.
名高北斗, 寿以人樽.
呈辉南极, 霞焕椿庭.
樽开北海, 曲奏南薰.
人增高寿, 天转阳和.
天地同寿, 日月齐光.
人歌上寿, 天与遐龄.
蝉鸣高柳, 鹤栖长松.
仙鹤千年寿, 苍松万古春.
福如东海大, 寿比南山高.
松柏长春茂, 颐年养性情.
松龄长岁月, 鹤语记春秋.
幸福征寿考, 大年享升平.
南山欣作颂, 北海喜开樽.
鹤算千年寿, 松龄万古春.
佳辰逢岳降, 瑞气霭春晖.
勋迹光日月, 精神富流年.
寿添沧海日, 松祝小春天.
紫气辉连南极, 丹心彩映北楼.
笑指南山作颂, 喜倾北海为樽.
乃文乃武乃寿, 如竹如梅如松.
汉柏秦松骨气, 商彝夏鼎精神.
东海白鹤千秋寿, 南岭春松万载春.
柏节松心宜晚翠, 童颜鹤发胜当年.
白发朱颜登上寿, 丰衣足食享高龄.
千岁蟠桃开寿域, 九重春色映霞觞.
花开红杏酣春色, 酒进南山做寿杯.
东壁离文才吐凤, 南山献颂昔流琼.
福禄寿三星拱照, 天地人六合同春.
举杯同歌无量寿, 开杯共醉小阳春.
福如东海长流水, 寿比南山不老松.
大鹏鸟飞九万里, 蟠桃子熟三千年.
壮志凤飞逸情云上, 灵芝献瑞仙鹤同年.
市隐四明楼高百尺, 朋颂三寿恩沐九霄.
红灯高照福庆长乐, 爆竹连声寿祝久安.
福禄欢喜长生无极, 仁爱笃厚积善有征.
南极腾辉彤云瑞霭, 西池宴会绛雪香芳.
含和履巾执义秉德, 驾福乘喜获寿保年.
璞玉浑金是寿者相, 碧梧翠竹得气之清.
福禄光明使君寿考, 吉善长久宜我子孙.
天与长春灵芝献瑞, 人传济美宝树敷荣.
爱爵传觞尤怀多福, 颐性养寿屡获嘉祥.
精神矍铄似东海云鹤, 身体老健如南山劲松.
桃熟三千美果平分仙洞, 春光九十称觞偏占佳期.
乐享遐龄寿比南山松不老, 欣逢盛世福如东海水和流.
酒冽花香幸有丰功酬壮志, 时和人瑞喜从盛世祝遐龄.
大衍添筹一百六日春光好, 长才养檄七十二沽游历长.
山明水秀八节四时颜不老, 风和日丽千年万古景长春.
蓬莱仙界幻如蜃楼在此地, 南极寿星恰似画者是斯人.
从康乐世溯降生辰天遣老成旋气运, 当幸福年祝无量寿人同国祚永灵长.
月圆人共圆，看双影今宵，清光普照, 客满樽俱满，羡齐眉此日，秋色平分.
百天初入茫茫路, 三代同倾眷眷情.
时抚乳燕欣莹日, 又看荀瓜卧绿茵.
啼歌几唱金莺晓, 倩照一张绣被春.
啼声无语时牵众, 娇面如花总快心.
新家百日添英物, 福院三更哄俊娃.
转瞬新婴迎百日, 展眉老幼庆天伦.
周岁新添阖院乐, 娇声又引睦邻来.
迎喜一帧周岁照, 同欢三代全家福.
新开周岁蹒跚步, 初启此生浩荡云.
万里鹏程先初步, 一生大业待开局.
鹊唱晨祝周岁喜, 家欢风送众亲临.
即日初庚已有数, 自此记岁不从零.
绮岁授书夸慧质, 芳年就傅庆生辰.
戴洋不作天边吏, 逸少偷窥枕内书.
百岁犹馀春九十, 笄年尚待月初三.
十年童真多精彩, 来日人生更灿烂.
就傅胜衣贤揆初度, 垂髫总角岐嶷英姿.
弹指光阴一旬甫届, 当头日月百岁同光.
杨柳摇春枝轻吟童年曲, 康庄展福路高歌人生篇.
佳节庆典一甲初登陶童心, 吉日祝福几杯旨酒醉友人.
射策才应如贾傅, 请缨志不让终军.
锦瑟挥弦添五数, 璇闺设帏正兼旬.
就傅芳年丰神俊逸, 授书绮岁头角峥嵘.
兰质蕙心二旬初度, 柳诗茗赋双美兼收.
射策抱宏才志学逾期刚五载, 悬弧庆初度生辰纪日仅兼旬.
词赋登坛方半甲, 功名强壮蚤旬年.
三十而立正青春, 百年事业勇担负.
三十初进延龄酒, 百年喜开益寿花.
辉腾宝婺三十寿, 青发奇葩而立年.
燕桂谢兰年经半甲, 桑弧蓬矢志在四方.
璇阁年华蟾圆一度, 瑶池桃实鹤算千春.
黄鹤下飞知报喜事, 白猿高唤来进寿丹.
正值壮年应知不朽方为寿, 恰当而立须识文章可永龄.
璇阁数华年恰合蟾圆一度, 瑶池看桃实预期鹤算千春.
蟠桃捧日三千岁, 古柏参天四十围.
七篇道德称尧舜, 四十存心全天真.
不惑但从今日始, 知天犹得十年来.
纪事桑弧当胜日, 韬光市井正强年.
宝婺星辉歌四秩, 蟠桃瑶献祝千秋.
际此欣逢设帏日, 而今初倍及笄年.
东序兰草三春劲, 北堂萱华满院香.
瑶池桃熟王母降乐, 碧沼荷开灵娥陪观.
五十华诞开北海, 三千朱履庆南山.
庭帏长驻三春景, 海屋平分百岁筹.
半百光阴人未老, 一世风霜志更坚.
读书砥行堪知命, 安富尊茶且慕亲.
大衍宏开光禹范, 知非伊始学蘧年.
年齐大衍经纶富, 学到知非德器纯.
海屋筹添春半百, 琼池桃熟岁三千.
天边客送千秋节, 庭下人翻五色裳.
五秩康强志如钢, 四时健旺气若虹.
元龙早日推湖海, 安石中年有竹丝.
五岳同尊唯嵩峻极, 百年上寿如日方中.
学到知非宏开寿域, 年齐大衍共晋霞觞.
人方中午五十日艾, 天予上寿八千为春.
教秉尼山乐天安命, 学符伯玉寡过知非.
花甲正圆十年再造, 林壬入颂百岁半临.
屈指三秋天上又逢七夕, 齐眉百岁人间应有双星.
记八千为一春萱草千年绿, 再五十便百岁桃花万树红.
吾辈当惜分阴万八千日莫虚掷, 劝君更尽杯酒四十九年应知非.
不福星真福星即此一言可为君寿, 已五十再五十请至百岁再征余文.
数百岁之桑弧过去五十再来五十, 问大年于海屋春华八千秋实八千.
延龄人种神仙草, 纪算新开甲子花.
颂祝遐龄椿作纪, 筵开寿宴海为樽.
甲子重新新甲子, 春秋几度度春秋.
纪寿欣逢新甲子, 培香喜掇早丹花.
颂晋林壬欣介寿, 算周花甲乐延年.
耳顺正时犹点额, 乡闾杖处尽称觞.
杯倾北海辰被度, 颂献南山甲再周.
八月秋高仰仙桂, 六旬人健比乔松.
六秩华筵新岁月, 三千慈训大文章.
画堂叠晋屠苏酒, 彩袖争贻度朔桃.
花甲齐年项臻上寿, 芝房联句共赋长春.
甲子重新如山如阜, 春秋不老大德大年.
璧合珠联图开周甲, 伯歌季舞燕启良辰.
前寿五旬又迎花甲, 待过十载再祝古稀.
骏德遐昌龄周甲子, 鹤筹无算彩绚庚星.
玉树阶前莱衣竞舞, 金萱堂上花甲初周.
海屋添筹林壬洽颂, 乡闾进杖花甲征祥.
六十年度似芙蓉出水, 二回甲子如桃花初开.
花甲虽周犹可大显身手, 精神尚旺定能再先扬鞭.
海屋添筹不纪山中花甲子, 花封多祝应知天上老人星.;
人歌上寿, 天与稀龄.
一乡称长者, 七十日古稀.
三千岁月春常在, 六一丰神古所稀.
三千朱履随南极, 七十霞觞进北堂.
入国正宜鸠作杖, 历年方见鹤添筹.
当看山河今宛在, 谁言七十古来稀.
青霜不老千年鹤, 锦鲤高腾太液波.
童颜鹤发寿星体, 松姿柏态古稀年.
休辞客路三千远, 须念人生七十稀.
国中从此推鸠杖, 池上天今有凤毛.
寿衍七旬辉宝婺, 堂开四代乐黛风.
年过七旬称健妇, 筹添三十享期颐.
日月双辉惟仁者寿, 阴阳合德真古来稀.
鹤算频添开旬清健, 鹿车共挽百岁长生.
杖国鸠扶人歌上寿, 筹添鹤算天与稀龄.
桃熟三千欣看献瑞, 旬天八十庆溢添筹.
庆祝三多琼筵显爵, 祥开七秩玉杖扶鸠.
日煦萱花去徵异彩, 天留婺宿人庆稀年.
海屋添筹古来稀者今来盛, 华筵庆衍福有五兮祝有三.
介寿献西母蟠桃一千岁花二千岁实, 忘忧羡北堂萱草四十年苦三十年甘.
鸾笙合奏和声乐, 鹤算同添大耋年.
耆年可入香山寿, 硕德堪宏渭水漠.
告存不待邀天禄, 梦卜能遗显国琛.
杖朝步履春秋永, 钩渭丝纶日月长.
春酒流香酣寿酒, 耄龄添美祝遐龄.
阳春正献瑶池瑞, 耋老频添海屋筹.
渭水一竿闲试钓, 武陵千树笑行舟.
文移百斗成天象, 月捧南山做寿杯.
卓尔经纶传渭水, 飘然风致赴香山.
八旬且献瑶池瑞, 四代同瞻宝婺辉.
天赐期颐长生无彬, 人间百岁只庆有余.
宝树灵椿三千甲子, 龙眉华顶九十春光.
八秩康强春秋永在, 四时健旺岁月优游.
迹隐丹雀品征琛玉, 名齐渭水胸贮经纶.
萱寿八千八旬大寿, 范福九五九畴乃全.
白发朱颜登八旬大寿, 丰衣足食享幸福晚年.
盘献双桃岁熟三千甲子, 箕衍五福庚同八十春秋.
八秩寿筵开萱草眉舒绿, 千秋佳节屈蟠桃面映红.
八月称觞桂花投肴延八秩, 千声奏乐萱草迎笑祝千秋.
雪冷霜寒万里劲松曾傲岁, 风和日暖千年古柳尚争春.
幸运维新赖有老成作砥柱, 华封晋祝欣将诗句咏莱台.
逾古稀又十年可喜慈颜久驻, 去期颐尚廿载预征后福无疆.
两番画获昌欧门六一堂玉为树, 群星奉觞祝金母三千年桃始花.
羡高年精神矍铄花甲重添二十载, 居上寿齿德俱尊松年永享八千秋.
梓舍功高庆麟阁双登寿母八旬跻八座, 荪枝荫大值霓裳同咏名经千佛祝千春.
芝荣五色, 图献九如.
歌人生三乐, 颂天保九如.
一乡称寿母, 九十不为奇.
人近百年犹赤子, 天留二老看玄孙.
桃花已发三层浪, 人瑞先徵五色云.
愿效嵩呼歌大寿, 还随莱舞祝期颐.
瑶池草熟三千岁, 海屋筹添九十春.
南极桑弧悬九一, 东方桃实献三千.
三千美景添筹算, 九十风光乐有余.
九老曾留千载寿, 十年再进百龄觞.
堂北萱花荣九秩, 天南宝婺耀千秋.
九旬鹤花同金母, 老秩斑衣学老莱.
庆花甲一周添半, 祝萱堂百岁有奇.
耄耋齐眉春深爰日, 孙曾绕膝瑞启颐年.
闲雅鹿裘人生三乐, 逍遥鸠杖天保九如.
寿宇鸿开图陈百福, 名楣喜溢颂献九如.
桃熟三千樽开北海, 春光九十诗倾南山.
锦帏动春风寿延九裹, 萱花标经色庆衍九秋.
天上寿初筵九十曰耋, 乐余度安康八千为秋.
丘壑足烟雾九十年来留逸志, 屋堂多雨露八千岁后又生春.
乐享晚年漫道世间难逢百岁, 宜登上寿且看堂上再过十年.
设帏溯当年喜花甲一周又半, 称觞逢此日祝萱龄百岁有奇.
爱日伫期颐兰阶早酿十年酒, 慈云周海岳莱彩犹载一昙花.
百岁为上寿, 一言乃千金.
盛世常青树, 百年不老松.
蓬莱盘进长生果, 玳瑁筵开百岁觞.
称觞共进千秋节, 祝嘏高悬百寿图.
莫道人生无百岁, 须知草木有重春.
家中早酿千年酒, 盛世长歌百岁人.
瑶池喜晋千年酒, 海屋欣添百岁筹.
琼材歌舞群仙会, 海屋衣冠百寿图.
人作不满公今满, 世上难逢我竟逢.
福海朗照千秋月, 寿域光涵万里天.
天边已满一轮月, 世上同钟百岁人.
乐奏云瑕歌百岁, 德辉彤史祝千秋.
天赐期颐长生无极, 人间百岁积庆有余.
寿晋期颐天年永运, 光增史乘人瑞流传.
礼祝期颐庄椿无算, 诗歌福履虞寿同登.
上寿期颐庄椿不老, 君子福履洪范斯陈.
天上三秋婺星几转, 人间百岁萱草长荣.
妇德交称上寿允享, 孙荣竞秀五世其昌.
孙子生孙上寿同臻称国瑞, 老人偕老百年共乐合家欢.
明月有恒纪年合献九如颂, 老春不老添闰当称百岁人.
风范仰坤仪欢呼共祝千秋节, 期颐称国瑞建筑应兴百岁坊.
西王岁计三千鹤算延龄桃结实, 大母年逾九六乌私终养李阵情.
七旬天主古六帝, 五代孙曾予一人.
但得夕阳无限好, 何须惆怅近黄昏.
意寄三松，何止于米, 心怀四化，相期以茶.
阅世五十年，所欠一死, 著书百万字，不值半文.
无可颂扬，百姓膏脂，未曾染指, 有何欢喜，七旬夫妇，难得齐眉.
但使囊有余钱，瓮有余酿，釜有余粮, 只令耳无俗声，眼无俗物，胸无俗子.
河山并寿, 日月双辉.
椿萱并茂, 庚婺同明.
夫妻偕老, 庚婺双辉.
双星天象, 全福人家.
双寿共道, 两星齐明.
交柯树并茂, 合卺筵同开.
椿萱夸并茂, 日月庆双辉.
斑衣人绕滕, 白首案齐眉.
合欢花常艳, 伉俪寿无疆.
益寿花开并蒂, 恒春树茁连枝.
瑶草奇葩不谢, 青松翠柏常青.
南极星辉中女渡, 北堂萱映凤凰枝.
堂上椿萱夸双茂, 壶中日月庆双辉.
千岁桃开连理木, 万年枝放太平花.
凤凰枝上花如锦, 松菊堂中人并年.
鹤鹿同春人长寿, 日月放彩岁大丰.
养成毛羽凌霄汉, 并茂椿萱万古稀.
紫气辉煌双鹤寿, 春风浩荡百花香.
福如王母三千岁, 寿比彭祖八百春.
寿星伴子子长寿, 童婴映老老还童.
椿萱并茂阶前郁, 兰桂齐芳堂上春.
山水怡情鹿门望重, 凤凰娱目鸿案齐眉.
北极同荣南极同寿, 灵芝为圃丹桂为林.
年享高龄椿萱并茂, 时逢盛世兰桂俱芳.
蓬岛真人瑶池仙子, 家庭全福天上双星.
举案齐眉桃筵献实, 奉觞上寿梅岭传春.
德行齐辉一门合庆, 福寿大衍百岁同符.
椿萱并茂河山并寿, 庚婺同明日月同辉.
有日高升木公金母春无数, 慈云共覆桂子兰孙乐有余.
