崇正学； 育真才。
白云峰，峰上枫，风吹枫动峰不动； 青丝路，路边鹭，露打鹭飞路未飞。
客来醉，客去睡，老无所事吁可愧； 论学粗，论政疏，诗不成家聊自娱。
有立柜平柜高低柜，爱情才可贵； 无春衣夏衣秋冬衣，姑娘就不依。
洛阳桥，桥上荞，风吹荞动桥不动； 鹦鹉洲，洲下舟，水使舟流洲不流。。
玉澜堂玉兰蕾茂方逾栏欲拦余览； 清宴舫清艳荷香引轻燕情湮晴烟。
和尚法正，提汤上塔，大意失手，汤淌烫塔； 裁缝老徐，与妻下棋，不觉漏眼，妻起弃棋。
树上桐子、树下童子，童子打桐子，桐子落、童子乐； 屋前园外、屋内员外，员外扫园外，园外净、员外静。
豆大为大豆； 人小非小人。
废物非物废； 能人即人能。
华来士来华； 马歇尔歇马。
人过大佛寺； 寺佛大过人。
郎中王若俪； 俪若王中郎。
客上天然居； 居然天上客。
贤出多福地； 地福多出贤。
僧游云隐寺； 寺隐云游僧。
春回先富村； 村富先回春。
人中柳如是； 是如柳中人。
油灯少灯油； 火柴当柴火。
楼望海海望楼； 水连天天连水。
水帮船，船帮水； 人防虎，虎防人。
女爱郎才郎爱女； 花添锦上锦添花。
见山乐山水乐水； 似隐非隐仙非仙。
斗鸡山上山斗鸡； 龙隐岩中岩隐龙。
处处飞花飞处处； 潺潺碧水碧潺潺。
处处红花红处处； 重重绿树绿重重。
响水池中池水响； 黄金谷里谷金黄。
雨滋春树碧连天； 天连碧树春滋雨。
风送花香红满地； 地满红香花送风。
艳艳红花随落雨； 雨落随花红艳艳。
雾锁山头山锁雾； 天连水尾水连天。
雪岭吹风吹岭雪； 龙潭活水活潭龙。
凤落梧桐梧落凤； 珠联璧合璧联珠。
静泉山上山泉静； 清水塘里塘水清。
暮天遥对寒窗雾； 雾窗寒对遥天暮。
风送花香红满地； 雨滋春树碧连天。
暮天遥对寒窗雾； 雾窗寒对遥天暮。
地满红花红满地； 天连碧水碧连天。
我醉诗词诗醉我； 人迷对句对迷人。
秀山青雨青山秀； 香柏古风古柏香。
请君更看戏中戏； 对影休推身外身。
雪映梅花梅映雪； 莺宜柳絮柳宜莺。
脸映桃红桃映脸； 风摇柳绿柳摇风。
处处飞花飞处处； 声声笑语笑声声。
雾锁山头山锁雾； 天连水尾水连天。
敬佛敬心心敬佛； 焚香焚意意焚香。
蝶抱花须花抱蝶； 莺藏柳树柳藏莺。
上海自来水来自海上； 北京输油管油输京北。
燕子飞山，山飞子燕； 天洞流泉，泉流洞天。
众人舞龙灯龙舞人众； 群星伴月夜月伴星群。
香山碧云寺云碧山香； 黄山落叶松叶落山黄。
水水山山处处明明秀秀； 秀秀明明处处山山水水。
晴晴雨雨时时好好奇奇； 奇奇好好时时雨雨晴晴。
虎豹关中不是关中虎豹； 麒麟阁上皆非阁上麒麟。
看山山已峻； 望水水乃清。
冷冷清清雪； 茫茫渺渺峰。
是是非非地； 冥冥晓晓天。
是是非非地； 明明白白天。
玲玲珑珑窍； 孔孔洞洞山。
蜿蜿蜒蜒路； 晶晶铃铃泉。
大大方方做事； 简简单单过年。
公公十分公道； 婆婆一片婆心。
莫叹风尘仆仆； 且看杨柳依依。
楼望海海望楼； 水连天天连水。
大大肚能容万物； 微微笑看破群生。
手抱屋柱团团转； 脚踏楼梯步步高。
处处无非菩提海； 山山尽是普陀崖。
酒客酒楼同醉酒； 讨人讨画好吟诗。
痴心做处人人爱； 冷眼现时个个嫌。
年年失望年年望； 事事难成事事成。
行行行行行且止； 坐坐坐坐坐何妨。
片片晚霞迎落日； 行行倦鸟盼归巢。
挺胸流盼层层远； 昂首攀登步步高。
无锡锡山山无锡； 平湖湖水水平湖。
松叶竹叶叶叶翠； 秋声雁声声声寒。
莫光光磕磕头去； 要细细问问心来。
晓日樵歌邀坐坐； 夕阳蝉噪劝行行。
祥云霭霭来南海； 甘露湛湛润炎方。
望望世态摇摇手； 看看人心点点头。
常德德山山有德； 长沙沙水水无沙。
无锡锡山山无锡； 平湖湖水水平湖。
假作真时真即假； 无为有处有亦无。
鱼钓钓鱼鱼骇钓； 马鞭鞭马马惊鞭。
松叶竹叶叶叶翠； 秋声雁声声声寒。
半醉半醒过半夜； 三更三点到三河。
龙怒卷风风卷浪； 月光射水水射天。
身轻担重轻挑重； 脚短路长短走长。
船漏漏满锅漏干； 灯吹吹灭火吹燃。
木匠戴枷枷木匠； 翰林监斩斩翰林。
动中有静静中妙； 忙里独闲闲里参。
酒热不须汤盏汤； 厅凉无用扇车扇。
桥外烟村村外树； 洞边云水水边楼。
景中有景景之绝； 洞中有洞洞之奇。
一池金玉如如化； 满眼青黄色色真。
落花有意随流水； 流水无情恋落花。
即色即空即心即佛； 亦诗亦酒亦儒亦仙。
东不管西不管，酒管； 兴也罢衰也罢，喝罢。
立雪堂前，歌歌白雪； 沐春台上，谱谱阳春。
上海自来水来自海上； 北京输油管油输京北。
六木森森桃李杏梅松柏； 四山出出泰华嵩岳昆仑。
孤塔巍巍七级四面八方； 只手摆摆五指三长两短。
泉出乎地，地久泉俱久； 水生于天，天长水也长。
重重叠叠山，曲曲环环路； 高高下下树，叮叮咚咚泉。
野外黄花好似金钉钉地； 城内白塔犹如玉钻钻天。
翠翠红红处处莺莺燕燕； 风风雨雨年年暮暮朝朝。
海水朝朝朝朝朝朝朝落； 浮云长长长长长长长消。
高高下下树叮叮咚咚泉； 重重叠叠山曲曲环环路。
不生事不怕事自然无事； 能爱人能恶人方是正人。
绿绿红红处处莺莺燕燕； 花花草草年年暮暮朝朝。
钟钟杯杯，都是灵符水； 来来往往，无非敬神人。
不生事不怕事自然无事； 能爱人能恶人方是正人。
童子打桐子桐子落童子乐； 媳妇提锡壶锡壶漏媳妇怒。
今日过断桥，断桥何日断； 明朝奔明月，明月几时明。
山山水水，处处明明秀秀； 晴晴雨雨，时时好好奇奇。
天道人道圣道，谓之大道； 善缘结缘福缘，佛之妙缘。
山美水美春光美宏图更美； 人新事新时代新传业愈新。
船载石头石重船轻轻载重； 尺量地面地长尺短短量长。
船载石头石重船轻轻载重； 尺量地面地长尺短短量长。
天近山头行到山腰天更远； 月浮水面捞到水底月还沉。
天近山头行到山腰天更远； 月浮水面捞到水底月还沉。
天垂天边走近天边天还远； 日浮水面拨开水面水又深。
清清闲闲，处处安安静静； 说说笑笑，人人喜喜欢欢。
玉头起芋头芋头枯 玉头哭； 和尚游河上河上幽 和尚忧。
调琴调新调调调调来调调妙； 种花种好种种种种成种种香。
月月月明，八月月明明分外； 山山山秀，巫山山秀秀非常。
风声雨声读书声，声声入耳； 家事国事天下事，事事关心。
指挥烧纸，纸灰飞上指挥头； 修撰进馐，馐馔饱充修撰腹。
一盏清茶，解解解解元之渴； 五言绝诗，施施施施主之才。
辈辇同车，夫夫竟作非非想； 菅管为官，个个多存草草心。
千里为重，重山重水重庆府； 一人成大，大邦大国大明君。
分水桥边分水吃，分分分开； 看花亭下看花回，看看看到。
牧童伐木，木打牧童双目木； 梅香烧煤，煤抹梅香两眉煤。
未见其人，先传出鸳鸯曲曲； 不如归去，终难留马脚匆匆。
曲名大城，曲大城大神亦大； 山流长水，山长水长寿更长。
多福自求，唯造福方能得福； 昊天可问，缘顺天乃复胜天。
松下围棋，松子每随棋子落； 柳边垂钓，柳丝常伴钓丝悬。
如砥湖平，湖镜映天湖有月； 似绵柳软，柳荫垂地柳藏莺。
红烛蟠龙，水里龙由火里出； 花鞋绣凤，天边凤自地边飞。
杖上刻鸠，扶起杖来鸠始动； 鼓中画鹤，击将鼓响鹤才鸣。
峰上栽枫，风吹枫动峰不动； 路边宿鹭，露落鹭惊路难惊。
是理是情，何妨幻境成实境； 尽忠尽孝，但愿今人效古人。
主敬存诚，坦荡荡天空地阔； 穷理尽性，活泼泼鱼跃鸢飞。
名平利乎，道路奔波休碌碌； 来者往者，溪山清静且停停。
芸芸众生，善善恶恶一餓土； 茫茫大地，真真假假总成空。
面面有情，环水抱山山抱水； 心心相印，田人传地地传人。
一心守道道无穷，穷中有乐； 万事随缘缘有份，份外无求。
烈烈人心怒火，须自家按住； 辉辉天眼朱雀，岂无故飞来。
妙手空空，一弹流水一弹月； 余音袅袅，半入江风半入云。
往事昭昭，亿万世长传宇内； 精忠耿耿，千百年犹在人间。
雪里白梅，雪映白梅梅映雪； 风中绿竹，风翻绿竹竹翻风。
四面荒芜，权向此间来坐坐； 一肩行李，果缘何处去匆匆。
白鹤园中，白发老人割白菜； 洪家山下，红裙女子采红花。
黄黍地中走黄鼠，鼠拖黍穗； 白杨树下卧白羊，羊啃杨枝。
吉祥草伴忘忧草，吉忧相兼； 龙爪花连金凤花，龙凤双现。
烟水亭，吸水烟，烟从水起； 风浪井，搏浪风，风自浪兴。
青草塘，青草鱼，口含青草； 红花树，红花女，头插红花。
十方善，十方缘，十方结果； 同修道，同修德，同修成仙。
读书好，耕田好，学好便好； 创业难，守业难，知难不难。
上盘山，走盘路，盘桓数日； 游热河，饮热酒，热闹几天。
无多事，无废事，庶几无事； 不徇情，不矫情，乃能得情。
惜食惜衣，非为惜财缘惜福； 求名求利，但须求己莫求人。
穿牖而来，夏日清风冬日日； 卷帘相见，前山明月后山山。
谁教人只管好高，上上上上； 我替你从容定喘，来来来来。
深深深院，院中夜夜夜香香； 小小小楼，楼上更更更漏漏。
磨圆眼大齿棱棱，纳粗出细； 秤直钩弯星朗朗，识重知轻。
若不回头，谁替你救苦救难； 如能转念，何须我大慈大悲。
书童磨墨，墨抹书童一脉墨； 梅香添煤，煤爆梅香两眉煤。
暑鼠凉梁，笔壁描猫惊暑鼠； 饥鸡拾食，童桶翻饭喜饥鸡。
松矮墙高，来岁松高墙又矮； 月明日暗，去朝月暗日还明。
松涛声，海涛声，声声相应； 天中月，水中月，月月齐明。
风竹绿竹，风翻绿竹竹翻风； 雪里白梅，雪映白梅梅映雪。
父戊子，子戊子，父子戊子； 师司徒，徒司徒，师徒司徒。
山羊上山，山碰山羊角，咩； 水牛喝水，水淹水牛鼻，哞。
书生书生问先生，先生先生； 步快步快追马快，马快马快。
马笼笼马马笼松，笼松马跑； 鸡罩罩鸡鸡罩破，罩破鸡飞。
数尺地方，可家可国可天下； 千秋人物，有贤有愚有神仙。
碧天连水水连天，水天一色； 明月伴星星伴月，星月交辉。
一心守道道无穷，穷中有乐； 万事随缘缘有份，份外无求。
李打鲤，鲤沉底，李沉鲤浮； 风吹蜂，蜂扑地，风息蜂飞。
松声竹声钟磬声，声声自在； 山色水色烟霞色，色色皆空。
画扇画鱼鱼跃浪，扇动鱼游； 绣鞋绣凤凤穿花，鞋行凤舞。
水车车水水随车，车停水止； 风扇扇风风出扇，扇动风生。
烈火煎茶，茶滚釜中喧雀舌； 清泉濯笋，笋沉涧底走龙孙。
山径晓行，岚气似烟，烟似雾； 江楼夜坐，月光如水，水如天。
开关早，关关迟，放过客过关； 出对易，对对难，请先生先对。
船载橹，橹摇船，橹动而船行； 线穿针，针引线，针缝而线缀。
水中冻冰，冰种雪，雪上加霜； 空中腾雾，雾成云，云开见日。
兀兀醉翁情，欲借斗杓共酌酒； 田田词客句，闲倾荷露试烹茶。
童子打桐子，桐子落，童子乐； 和尚立河上，河上崩，和尚奔。
山山海海山海关，雄关镇山海； 日日月月日月潭，秀水映日月。
云卷楚山头，出翠翠青青图画； 风吹湘水面，成重重叠叠文章。
秤直钩弯星朗朗，能知轻知重； 磨大眼小条稀稀，可推细推粗。
进来摸摸心头，不妨悔过迁善； 出去行行好事，何用点烛烧香。
进进出出，笑颜开，人人满意； 挑挑拣拣，花色美，件件称心。
恨恨恨，可怜孤陋寡闻少见识； 羞羞羞，空读四书五经中翰林。
硬剥剥瘦棱棱，真是一条冷铁； 清寥寥孤回回，别有几点青山。
水陆洲，洲停舟，舟动洲未动； 天心阁，阁落鸽，鸽飞阁不飞。
鲤鱼寨鲤鱼跃龙门，年年有鱼； 观音阁观音赐祥地，岁岁福音。
大赌场小赌场大小赌场赌大小； 男学生女学生男女学生生男女。
前路赤炎炎日，试问能行几步； 这里凉飕飕风，何妨暂住片刻。
报应莫嫌迟，开场即是收场日； 施为休弄巧，看戏无非做戏人。
听涧底泉声呼天地，是歌是哭； 看阶前月色问英雄，还死还生。
举念时明明白白，毋欺了自己； 到头处是是非非，曾放过谁人。
冰冻兵船，兵打冰，冰开兵去； 泥泞尼鞋，尼洗泥，泥尽尼归。
冬至冬冬至，每冬先寒节而至； 月明月月明，按月以圆时愈明。
尘外不相关，几阅桑田几沧海； 胸中无所碍，半是青山半是云。
古今来，色色形形，无非是戏； 天地间，奇奇怪怪，何必认真。
阎锡山过无锡登锡山锡山无锡； 范长江到天长望长江长江天长。
吃蟹不足吃蟹足，蟹足也不足； 骑驴咯腚骑驴腚，驴腚还咯腚。
山径晓行，岚气似烟，烟似雾； 江楼夜坐，月光如水，水如天。
阴报阳报，迟报速报，终须有报； 天知地知，人知鬼知，何谓无知。
公修公得，婆修婆得，不修没得； 东风东倒，西风西倒，无风直倒。
公一豌婆一豌，姑姑嫂嫂合一豌； 新三年旧三年，补补衲衲又三年。
上黄昏下黄昏，黄昏时候渡黄昏； 东文章西文章，文章桥上晒文章。
至勇至刚，能文能武，无上将军； 大慈大悲，救苦救难，观音菩萨。
是是非非，非非是是，是非不分； 正正反反，反反正正，反正一样。
新月如弓残月如弓上弦弓下弦弓； 朝霞似锦晚霞似锦东川锦西川锦。
游西湖提锡壶锡壶掉西湖惜乎锡壶； 游西山拿衣衫衣衫落西山惜善衣衫。
金水河边金线柳，金线柳穿金鱼口； 玉栏杆外玉簪花，玉簪花插玉人头。
佛脚清泉，飘飘飘飘飘下两条玉带； 源头活水，冒冒冒冒冒出一串珍珠。
洛阳桥，桥上荞，风吹荞动桥不动； 鹦鹉洲，州下舟，水使舟流洲不流。
客来醉，客去睡，老无所事吁可愧； 论学粗，论政疏，诗不成家聊自娱。
东当铺，西当铺，东西当铺当东西； 春读书，秋读书，春秋读书读春秋。
上苑催春，花乎花乎，莫负韶光好； 南楼爱月，子兮子兮，如此良夜何。
金水河边金线柳，金线柳穿金鱼口； 玉栏杆外玉簪花，玉簪花插玉人头。
山好好，水好好，开门一笑无烦恼； 来匆匆，去匆匆，下马相逢各西东。
水冷洒，一点水，二点水，三点水； 丁香花，百字头，千字头，万字头。
天官、地官、水官，只在心官不昧； 求福、赐福、获福，还须积福为先。
功名身外事，大就何妨，小就何妨； 富贵眼前花，早开也得，晚开也得。
糊糊涂涂，将佛脚抱来，求为父母； 明明白白，把石头拿去，说是儿孙。
重重喜事，重重喜，喜年年获丰收； 盈盈笑语，盈盈笑，笑频频传报捷。
望天空，空望天，天天有空望空天； 求人难，难求人，人人逢难求人难。
天上星，地上薪，人中心字义各别； 云间雁，檐前燕，篱边晏物类相同。
佛脚清泉，飘飘飘飘飘下两条玉带； 源头活水，冒冒冒冒冒出一串珍珠。
开口便笑，笑古笑今凡事付之一笑； 大肚能容，容天容地与己何所不容。
蚕作茧茧抽丝，织就绫罗绸缎暖人间； 狼生毫毫扎笔，写出锦绣文章传天下。
碧水温柔，鱼戏莲叶南，鱼戏莲叶北； 好风荡漾，燕剪柳丝短，燕剪柳丝长。
风风雨雨，暖暖寒寒，处处寻寻觅觅； 莺莺燕燕，花花叶叶，卿卿暮暮朝朝。
思贤桥，桥上思贤，德高刺史名留世； 琵琶亭，亭下琵琶，情多司马泪沾襟。
风风雨雨，暖暖寒寒，处处寻寻觅觅； 莺莺燕燕，花花叶叶，卿卿暮暮朝朝。
